fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it,hi_translit,ml_translit,ta_translit,te_translit,gu_translit,ml,ta,te,gu,ml_devnagari,ta_devnagari,te_devnagari,gu_devnagari
"['forêt', 'bois', 'brousse', 'Wälder', 'aubier']","['Busch', 'Wald', 'Forst', 'Wälder', 'Holz', 'Splintholz']","['лес', 'дерево', 'оболонь', 'древеси́на', 'древесина', 'лесоматериа́л', 'де́рево']","['wood', 'forrest', 'forest', 'woods', 'Wälder', 'sap-wood', 'sapwood', 'alburnum']","['林木', '树林', '樹林', '森林', '木头', '木', '木材', '木料', '木頭']","['bosque', 'Wälder', 'bosques', 'selva', 'floresta', 'albura', 'sámago', 'madera']","['森林', '森', '木材', '木']","['숲', '삼림', '나무', '목재']","['laas', 'mets', 'Wälder', 'puit', 'puu']","['metsä', 'Wälder', 'puu', 'puumaila', 'pintapuu', 'puuaines']","['bos', 'woud', 'Wälder', 'bosje', 'foreest', 'hout', 'spinthout', 'houtsoort']","['लकड़ी', 'काष्ठ', 'वन', 'जंगल', 'इमारती']",wood,"['foresta', 'bosco', 'Wälder', 'selva', 'bosco misto', 'legno', 'alburno', 'legname']","['lakadi', 'kaashth', 'vann', 'jangal', 'imaarati']","['maram', 'thadi', 'kattaை', 'virak', 'thitt']","['maram', 'thadi', 'kattai', 'vaembu', 'kalam']","['kalapa', 'cheku', 'daaruvu', 'katte', 'chengalva']","['laakadu', 'kaathee', 'daaru', 'kaashth', 'lengo']","['മരം', 'തടി', 'കട്ടை', 'വിറക്', 'തിട്ട്']","['மரம்', 'தடி', 'கட்டை', 'வேம்பு', 'கலம்']","['కలప', 'చెకు', 'దారువు', 'కట్టె', 'చెంగల్వ']","['લાકડું', 'કાઠી', 'દારુ', 'કાષ્ઠ', 'લેંગો']","['मरम', 'थाड़ी', 'कट्टाை', 'विरक', 'थिट्ट']","['मरम', 'थाड़ी', 'कट्टई', 'वैंबू', 'कलम']","['कलापा', 'चेकू', 'दारुवु', 'कट्टे', 'चेंगलवा']","['लाकड़ू', 'काठी', 'दारू', 'काष्ठ', 'लेंगो']"
['hameau'],"['Dorf', 'Ortschaft', 'Weiler', 'Dörfchen']","['село', 'деревня', 'слобода́', 'село́', 'кишла́к', 'ау́л', 'стани́ца', 'селе́ние', 'весца́', 'ху́тор', 'дере́вня', 'вёска', 'весь', 'ве́слина']","['village', 'hamlet']","['村', '乡庄', '鄉村', '村莊', '村落', '农村', '乡村', '屯落', '農村', '村庄', '村子', '鄉莊']","['caserío', 'pueblo', 'aldea', 'aldehuela']","['村', '村落', '田舎']","['마을', '촌락']",['küla'],"['kylä', 'pieni kylä']","['dorp', 'gehucht', 'gat', 'buurt', 'buurtschap', 'vlek']","['गांव', 'देहात', 'ग्राम', 'बस्ती', 'पुरवा']",village,"['paesello', 'borgo', 'paesino', 'frazione', 'villaggio', 'paese', 'borgata', 'casale', 'vico']","['gaanv', 'dehaat', 'graam', 'basti', 'purwa']","['graamam', 'pattanam', 'nagaram', 'ooru', 'desham']","['gramam', 'sittroor', 'kudiyiruppu', 'patti', 'oor']","['gramam', 'palle', 'ooru', 'janapadam', 'naadu']","['gaam', 'graam', 'paadaa', 'gaamado', 'gaamadi']","['ഗ്രാമം', 'പട്ടണം', 'നഗരം', 'ഊര്', 'ദേശം']","['கிராமம்', 'சிற்றூர்', 'குடியிருப்பு', 'பட்டி', 'ஊர்']","['గ్రామం', 'పల్లె', 'ఊరు', 'జనపదం', 'నాడు']","['ગામ', 'ગ્રામ', 'પાડા', 'ગામડો', 'ગામડી']","['ग्रामम', 'पट्टनम', 'नागराम', 'ऊरू', 'देशम']","['ग्रामम', 'सित्तरूर', 'कुडियिरुप्पु', 'पट्टी', 'ऊर']","['ग्रामम', 'पल्ले', 'ऊरू', 'जनपदम', 'नाडू']","['गाम', 'ग्राम', 'पाड़ा', 'गामड़ो', 'गामड़ी']"
"['forêt', 'bois', 'brousse', 'Wälder']","['Busch', 'Wald', 'Forst', 'Wälder', 'Holz']",['лес'],"['forest', 'forrest', 'wood', 'woods', 'Wälder']","['林木', '树林', '樹林', '森林']","['bosque', 'Wälder', 'bosques', 'selva', 'floresta']","['森林', '森']","['숲', '삼림']","['laas', 'mets', 'Wälder']","['metsä', 'Wälder', 'puu', 'puumaila']","['bos', 'woud', 'Wälder', 'bosje', 'foreest']","['वन', 'जंगल', 'अरण्य', 'कानन', 'वनस्पति']",forest,"['foresta', 'bosco', 'Wälder', 'selva', 'bosco misto']","['vann', 'jangal', 'aranya', 'kaanan', 'vanaspati']","['vanam', 'kaadu', 'aranyam', 'thadavu', 'pullu']","['kaadu', 'marangkal', 'vanam', 'thoappu', 'pulveli']","['adavi', 'vanam', 'kaananam', 'aranyam', 'jangil']","['jungle', 'vana', 'aranya', 'kaanaan', 'vanbhoomi']","['വനം', 'കാട്', 'അരണ്യം', 'തടവ്', 'പുല്ല്']","['காடு', 'மரங்கள்', 'வனம்', 'தோப்பு', 'புல்வெளி']","['అడవి', 'వనం', 'కాననం', 'అరణ్యం', 'జంగిల్']","['જંગલ', 'વન', 'અરણ્ય', 'કાનાન', 'વનભૂમિ']","['वनम', 'कादू', 'अरण्यम', 'थड़ावू', 'पुल्लू']","['कादू', 'मरंगकाल', 'वनम', 'थोअप्पू', 'पुलवेली']","['अदावी', 'वनम', 'काननम', 'अरण्यम', 'जंगिल']","['जंगल', 'वाना', 'अरण्य', 'कानां', 'वनभूमि']"
['fruit charnu'],"['Frucht', 'Saftfrucht']","['фрукт', 'плод', 'мягкотелый плод']","['fruit', 'fleshy fruit']","['水果', '果实', '果子']","['fruta', 'fruto']","['実', '果実', '液果']",['열매'],"['vili', 'puuvili']",['hedelmä'],"['vrucht', 'ooft', 'vlezig fruit', 'zaadbol']","['फल', 'फला', 'पाक', 'रत्न', 'सफल']",fruit,"['frutto', 'frutta carnosa', 'frutta']","['phal', 'falaa', 'paak', 'ratna', 'safal']","['pazham', 'phalam', 'kaaya', 'priyankari', 'madhuri']","['pazham', 'qanii', 'kaai', 'payaru', 'seeththal']","['pandu', 'phalam', 'kaaya', 'puvvu', 'chettupandu']","['fala', 'faldrup', 'faliyun', 'faldrupataa', 'faliyaan']","['പഴം', 'ഫലം', 'കായ', 'പ്രിയങ്കരി', 'മധുരി']","['பழம்', 'கனி', 'காய்', 'பயறு', 'சீத்தல்']","['పండు', 'ఫలం', 'కాయ', 'పువ్వు', 'చెట్టుపండు']","['ફળ', 'ફળદ્રુપ', 'ફળિયું', 'ફળદ્રૂપતા', 'ફળિયાં']","['पजहम', 'फलम', 'काया', 'प्रियंकारी', 'मधुरी']","['पजहम', 'क़ानी', 'काई', 'पयारू', 'सीठ्ठल']","['पांडू', 'फलम', 'काया', 'पुव्वू', 'चेट्टूपांडू']","['फला', 'फलद्रुप', 'फलियुं', 'फलद्रुपता', 'फलियां']"
['chanson'],['Lied'],['песня'],"['song', 'vocal']","['歌', '歌曲']","['canción', 'vocal']","['歌曲', '歌']",['노래'],['laul'],"['laulu', 'sävelmä', 'lauluosuus']","['lied', 'zang', 'liedje', 'een appel en een ei', 'nummer']","['गाना', 'संगीत', 'धुन', 'तराना', 'राग']",song,"['canzone', 'canzonetta', 'canto']","['gaanaa', 'sangeet', 'dhuna', 'taraana', 'raag']","['gaanam', 'paatt', 'samgeetham', 'raagam', 'bhajanam']","['paadal', 'isai', 'keerthanai', 'kavidhai', 'mellisai']","['paata', 'geetam', 'keertana', 'gaanam', 'maelha']","['geet', 'gaan', 'suur', 'dhoon', 'raag']","['ഗാനം', 'പാട്ട്', 'സംഗീതം', 'രാഗം', 'ഭജനം']","['பாடல்', 'இசை', 'கீர்த்தனை', 'கவிதை', 'மெல்லிசை']","['పాట', 'గీతం', 'కీర్తన', 'గానం', 'మేళ']","['ગીત', 'ગાન', 'સુર', 'ધૂન', 'રાગ']","['गानम', 'पाट', 'समगीतम', 'रागम', 'भजनम']","['पादल', 'इसाई', 'कीर्तनई', 'कविधाई', 'मेल्लिसई']","['पाता', 'गीतम', 'कीर्तन', 'गानम', 'मैल्हा']","['गीत', 'गान', 'सूर', 'धून', 'राग']"
"['eau', 'eaux', ""étendue d'eau"", 'glace']","['Wasser', 'Gewässer', 'Eis']","['вода', 'воды', 'во́дное простра́нство', 'водоём', 'водный объект', 'лед', 'лёд']","['water', 'body of water', 'waterbody', 'ice', 'water ice']","['水', '水體', '水体', '冰', '冰块']","['agua', 'cuerpo de agua', 'extensión de agua', 'masa de agua', 'hielo']","['水', '水域', '氷']","['물', '수역', '얼음']","['vesi', 'veekogu', 'jää']","['vesi', 'vedet', 'vesimuodostuma', 'vesialue', 'jää', 'jäätynyt vesi']","['zoetwater', 'majem', 'wateren', 'waterlichaam', 'ijs', 'roomijs', 'waterijs']","['पानी', 'जल', 'नीर', 'सलिल', 'उदक']",water,"['acqua', 'acque', ""corpo d'acqua"", ""bacino d'acqua"", ""massa d'acqua"", ""specchio d'acqua"", 'ghiaccio']","['paani', 'jall', 'neer', 'salil', 'udak']","['jalam', 'vellam', 'neeru', 'paani', 'thanneeru']","['neer', 'thanneer', 'vellam', 'neermam', 'thanneermam']","['neeru', 'jalamu', 'salilamu', 'udakamu', 'jalam']","['paanee', 'jala', 'neer', 'udak', 'saleel']","['ജലം', 'വെള്ളം', 'നീര്', 'പാനി', 'തണ്ണീര്']","['நீர்', 'தண்ணீர்', 'வெள்ளம்', 'நீர்மம்', 'தண்ணீர்மம்']","['నీరు', 'జలము', 'సలిలము', 'ఉదకము', 'జలం']","['પાણી', 'જળ', 'નીર', 'ઉદક', 'સલીલ']","['जलम', 'वेल्लम', 'नीरू', 'पानी', 'थन्नीरू']","['नीर', 'थन्नीर', 'वेल्लम', 'नीर्मम', 'थन्नीरमाम']","['नीरू', 'जलामू', 'सलीलामू', 'उदकामू', 'जलम']","['पानी', 'जाला', 'नीर', 'उदक', 'सलील']"
"['rivière', 'fleuve', 'courant', ""cours d'eau"", 'ruisseau', 'rupt', ""courant d'eau"", 'ru']","['Fluß', 'Fluss', 'Bach', 'Wasserlauf', 'Fließgewässer']","['река', 'водный путь', 'ручей', 'поток', 'ре́чка', 'водоток', 'пото́к', 'речу́шка', 'руче́й', 'система озёр']","['river', 'stream', 'watercourse', 'brook', 'lake system']","['河', '水流', '河流', '川', '江', '水道', '小河', '溪', '流水']","['río', 'ríos', 'arroyo', 'corriente', 'curso de agua', 'flujo']","['川', '流れ', '小川', '渓流', '水路']","['강', '시내', '물길', '내', '개울']","['jõgi', 'vooluveekogu', 'oja', 'Oja']","['joki', 'vesitie', 'vesistö', 'puro', 'väylä', 'vesireitti', 'noro', 'oja', 'virtavesi', 'virta']","['rivier', 'stroom', 'waterloop', 'beek', 'merensysteem', 'watergang']","['नदी', 'जलधारा', 'सरिता', 'दरिया', 'नहर']",river,"['fiume', ""corso d'acqua"", 'corrente', 'ruscello', 'rivo', 'torrente']","['nadee', 'jaldhara', 'sarita', 'dariya', 'nahar']","['nadhi', 'aruvi', 'thodu', 'kaayal', 'jalam']","['aaru', 'nadhi', 'calvoy', 'oadai', 'aruvi']","['nadhi', 'sarita', 'jaladhi', 'neeru', 'dhaara']","['nadee', 'sareeta', 'jaldhara', 'dhaara', 'srot']","['നദി', 'അരുവി', 'തോട്', 'കായൽ', 'ജലം']","['ஆறு', 'நதி', 'கால்வாய்', 'ஓடை', 'அருவி']","['నది', 'సరిత', 'జలధి', 'నీరు', 'ధార']","['નદી', 'સરિતા', 'જળધારા', 'ધારા', 'સ્રોત']","['नाधी', 'अरुवी', 'थोडू', 'कायल', 'जलम']","['आरू', 'नाधी', 'कैलवॉय', 'ओडाई', 'अरुवी']","['नाधी', 'सरिता', 'जलाधि', 'नीरू', 'धारा']","['नदी', 'सरीता', 'जलधारा', 'धारा', 'स्रोत']"
"['loi', 'droit', 'police', 'gendarmerie', 'forces de l’ordre']","['Recht', 'Gesetz', 'Polizei', 'Polizeitruppe', 'Polizeiapparat', 'Polizeikräfte']","['право', 'пра́вило', 'пра́во', 'зако́н', 'закон', 'полиция', 'полицейские силы']","['law', 'jurisprudence', 'police', 'police force', 'constabulary', 'Constabulary']","['法律系统', '法律', '公安', '警方', '警察', '警', '警队', '警隊', '警察機構']","['derecho', 'ley', 'Derecho', 'jurisprudencia', 'policía', 'cuerpo de policía', 'Constabularía', 'fuerzas policiales', 'fuerzas de orden público', 'fuerzas de seguridad', 'fuerzas del orden', 'fuerza pública', 'guardia', 'agentes', 'policia']","['法', '警察']","['법', '경찰']","['õigus', 'seadus', 'politsei', 'Politsei']","['laki', 'juridiikka', 'poliisi', 'poliisivoimat']","['wet', 'recht', 'politie', 'politiemacht', 'prinsemarij', 'politieapparaat', 'kit', 'politie-apparaat', 'hermandad']","['कानून', 'नियम', 'विधि', 'अधिनियम', 'न्याय']",law,"['diritto', 'legge', 'giurisprudenza', 'legislazione', 'corpo legislativo', 'polizia', 'questura', ""forze dell'ordine"", 'madama', 'forza pubblica']","['kaanoon', 'niyam', 'vidhi', 'adhiniyam', 'nyaay']","['niyamam', 'chattam', 'kramam', 'vidhi', 'saasanam']","['sattam', 'vidhi', 'dharmam', 'niyathi', 'vithimurai']","['chattam', 'nyayam', 'dharmam', 'neethi', 'saasanam']","['kaayado', 'niyam', 'dharm', 'nyaay', 'shaasan']","['നിയമം', 'ചട്ടം', 'ക്രമം', 'വിധി', 'ശാസനം']","['சட்டம்', 'விதி', 'தர்மம்', 'நியதி', 'விதிமுறை']","['చట్టం', 'న్యాయం', 'ధర్మం', 'నీతి', 'శాసనం']","['કાયદો', 'નિયમ', 'ધર્મ', 'ન્યાય', 'શાસન']","['नियमम', 'चट्टम', 'क्रमम', 'विधि', 'सासनम']","['सत्तम', 'विधि', 'धर्मम', 'नियाथी', 'विथिमुरई']","['चट्टम', 'न्यायम', 'धर्मम', 'नीथी', 'सासनम']","['कायदो', 'नियम', 'धर्म', 'न्याय', 'शासन']"
"['vague', 'onde']","['Meereswelle', 'Welle', 'Wasserwelle']","['морская волна', 'ветровые волны']","['wave', 'sea wave', 'ocean surface wave', 'moving ridge', 'wind wave']","['海浪', '波濤', '波', '波浪']","['ola', 'ola marina', 'onda']",['波'],['파도'],"['merelaine', 'Veelained', 'veelained']",['aalto'],"['zeegolven', 'vloeistofoppervlaktegolf', 'oppervlaktegolf', 'golf']","['लहर', 'तरंग', 'वेल', 'जलतरंग', 'सरित']",wave,"['onda marina', 'onda del mare', 'onda', 'flutto']","['lahar', 'tarang', 'well', 'jaltarang', 'sarit']","['tharamgam', 'alaa', 'kilii', 'koona', 'chalanam']","['alai', 'tiruppu', 'oosal', 'athirvu', 'seluththal']","['tarangam', 'ala', 'kalla', 'nadaka', 'chalanam']","['tarang', 'laher', 'lahar', 'mojaa', 'surja']","['തരംഗം', 'അല', 'കിളി', 'കോണ', 'ചലനം']","['அலை', 'திருப்பு', 'ஊசல்', 'அதிர்வு', 'செலுத்தல்']","['తరంగం', 'అల', 'కళ్ళ', 'నడక', 'చలనం']","['તરંગ', 'લહેર', 'લહર', 'મોજા', 'સુર્જા']","['थरमगाम', 'अला', 'किली', 'कूना', 'चलनम']","['अलाई', 'तिरुप्पु', 'ऊसल', 'अथिर्वु', 'सेलुथ्थल']","['तरंगम', 'अला', 'कल्ला', 'नदाका', 'चलनम']","['तरंग', 'लाहेर', 'लहर', 'मोजा', 'सुरजा']"
"['milieu marin', 'océan']","['Meeresumwelt', 'Ozean']","['морская окружающая среда', 'океан']","['ocean', 'sea', 'body of water', 'bounding main', 'marine environment']","['海洋', '洋', '大洋']","['océano', 'ambiente marino', 'mar']","['大洋', '海洋']",['대양'],"['ookean', 'merekeskkond']","['valtameri', 'meriympäristö']","['mariene milieu', 'oceaan', 'plas', 'wereldzee']","['महासागर', 'सागर', 'समुद्र', 'जलधि', 'पयोनिधि']",ocean,"['ambiente marino', 'oceano']","['mahasagar', 'sagar', 'samudra', 'jaladhi', 'payonidhi']","['samudram', 'kadal', 'perumkadal', 'jaladhi', 'arabikkadal']","['kadal', 'samudram', 'perungadal', 'alai', 'kadalan']","['samudram', 'kadali', 'sagaram', 'jaladhi', 'peddasamudram']","['samudra', 'jaldhar', 'paanee', 'sagar', 'jalashay']","['സമുദ്രം', 'കടൽ', 'പെരുംകടൽ', 'ജലധി', 'അറബിക്കടൽ']","['கடல்', 'சமுத்திரம்', 'பெருங்கடல்', 'அலை', 'கடலன்']","['సముద్రం', 'కడలి', 'సాగరం', 'జలధి', 'పెద్దసముద్రం']","['સમુદ્ર', 'જળધર', 'પાણી', 'સાગર', 'જલાશય']","['समुद्रम', 'कदल', 'पेरुमकदल', 'जलाधि', 'अरबिक्कदल']","['कदल', 'समुद्रम', 'पेरुंगदल', 'अलाई', 'कदलन']","['समुद्रम', 'कडाली', 'सागराम', 'जलाधि', 'पेद्दासमुद्रम']","['समुद्र', 'जलधार', 'पानी', 'सागर', 'जलाशय']"
"['grotte', 'caverne']",['Höhle'],['пещера'],['cave'],"['洞穴', '洞窟', '石窟', '洞']","['caverna', 'cueva', 'gruta']",['洞窟'],['동굴'],['koobas'],"['luola', 'luolasto']","['hol', 'grot']","['गुफा', 'खोह', 'आवर्त', 'गर्त', 'आश्रय']",cave,"['caverna', 'grotta', 'antro']","['gufa', 'khoh', 'aavart', 'gart', 'aashray']","['guha', 'kurang', 'kottam', 'paathalam', 'asthibhangam']","['kugai', 'kugaiyarai', 'kugaigal', 'kugaiyil', 'kugaigalil']","['guha', 'guha', 'nivasam', 'aavaranam', 'aasrayam']","['gufaa', 'guha', 'khadkaal', 'aad', 'khodai']","['ഗുഹ', 'കുരങ്ങ്', 'കോട്ടം', 'പാതാളം', 'അസ്തിഭംഗം']","['குகை', 'குகையறை', 'குகைகள்', 'குகையில்', 'குகைகளில்']","['గుహ', 'గుహా', 'నివాసం', 'ఆవరణం', 'ఆశ్రయం']","['ગુફા', 'ગુહા', 'ખડકાળ', 'આડ', 'ખોદાઈ']","['गुहा', 'कुरंग', 'कोट्टम', 'पाथलम', 'अस्थिभंगम']","['कुगई', 'कुगैयारै', 'कुगैगल', 'कुगैयिल', 'कुगैगलील']","['गुहा', 'गुहा', 'निवासम', 'आवरणम', 'आश्रयम']","['गुफा', 'गुहा', 'खड़काल', 'आद', 'खोदाई']"
"['mer', 'milieu marin', 'océan']","['Meer', 'Meeresumwelt', 'Ozean']","['Мировой океан', 'море', 'морская окружающая среда', 'океан']","['sea', 'body of water', 'bounding main', 'ocean', 'marine environment']","['海', '世界洋', '海洋', '洋', '大洋']","['mar', 'océano mundial', 'océano', 'mares', 'ambiente marino']","['海', '世界の大洋', '大洋', '海洋']","['바다', '대양']","['Maailmameri', 'meri', 'ookean', 'merekeskkond']","['meri', 'valtameri', 'meriympäristö']","['zee', 'mariene milieu', 'oceaan', 'plas', 'wereldzee']","['समुद्र', 'सागर', 'जल', 'तट', 'महासागर']",sea,"['mare', 'acque', 'ambiente marino', 'oceano']","['samudra', 'sagar', 'jall', 'tata', 'mahasagar']","['kadal', 'samudram', 'perumkadal', 'vaari', 'jaladhi']","['kadal', 'samudram', 'alai', 'perungadal', 'kadalaambaram']","['samudram', 'kadali', 'jaladhi', 'sagaram', 'peddasamudram']","['samudra', 'dareeyo', 'jaal', 'paanee', 'sagar']","['കടൽ', 'സമുദ്രം', 'പെരുംകടൽ', 'വാരി', 'ജലധി']","['கடல்', 'சமுத்திரம்', 'அலை', 'பெருங்கடல்', 'கடலாம்பரம்']","['సముద్రం', 'కడలి', 'జలధి', 'సాగరం', 'పెద్దసముద్రం']","['સમુદ્ર', 'દરિયો', 'જલ', 'પાણી', 'સાગર']","['कदल', 'समुद्रम', 'पेरुमकदल', 'वारी', 'जलाधि']","['कदल', 'समुद्रम', 'अलाई', 'पेरुंगदल', 'कदलाम्बरम']","['समुद्रम', 'कडाली', 'जलाधि', 'सागराम', 'पेद्दासमुद्रम']","['समुद्र', 'दरियो', 'जाल', 'पानी', 'सागर']"
['lac'],['See'],['озеро'],['lake'],"['湖', '湖泊']","['lago', 'lagos', 'estanque']",['湖'],['호수'],['järv'],['järvi'],['meer'],"['तालाब', 'झील', 'सरोवर', 'जलाशय', 'समुद्र']",lake,['lago'],"['talab', 'jheel', 'sarovar', 'jalaashay', 'samudra']","['thadaakam', 'kulam', 'sarass', 'jalashayam', 'kaayal']","['aeri', 'kulam', 'thadaagam', 'kadal', 'tholaippu']","['sarassu', 'cheruvu', 'kolanu', 'jalaasayam', 'samudram']","['talaav', 'sarovara', 'jalashay', 'saras', 'jalashay']","['തടാകം', 'കുളം', 'സരസ്സ്', 'ജലാശയം', 'കായൽ']","['ஏரி', 'குளம்', 'தடாகம்', 'கடல்', 'தொலைப்பு']","['సరస్సు', 'చెరువు', 'కొలను', 'జలాశయం', 'సముద్రం']","['તળાવ', 'સરોવર', 'જળાશય', 'સરસ', 'જલાશય']","['थड़ाकम', 'कुलम', 'सरस्स', 'जलाशयम', 'कायल']","['एरी', 'कुलम', 'थड़ागम', 'कदल', 'थोलैप्पू']","['सरस्सू', 'चेरुवु', 'कोलानू', 'जलासयम', 'समुद्रम']","['तलाव', 'सरोवरा', 'जलाशय', 'सारस', 'जलाशय']"
